Nama Kota;Luas Panen 2010;Luas Panen 2011;Luas Panen 2012;Luas Panen 2013;Luas Panen 2014;Luas Panen 2015;Luas Panen 2016;Luas Panen 2017;Luas Panen 2018;Luas Panen 2019;Luas Panen 2020;Luas Panen 2021;Luas Panen 2022;Luas Panen 2023;Luas Panen 2024;Produksi 2010;Produksi 2011;Produksi 2012;Produksi 2013;Produksi 2014;Produksi 2015;Produksi 2016;Produksi 2017;Produksi 2018;Produksi 2019;Produksi 2020;Produksi 2021;Produksi 2022;Produksi 2023;Produksi 2024;Produktivitas 2010;Produktivitas 2011;Produktivitas 2012;Produktivitas 2013;Produktivitas 2014;Produktivitas 2015;Produktivitas 2016;Produktivitas 2017;Produktivitas 2018;Produktivitas 2019;Produktivitas 2020;Produktivitas 2021;Produktivitas 2022;Produktivitas 2023;Produktivitas 2024
7104 - Kab. Kepulauan Talaud;28;149;150;104;0;31;31;0;121;87;48;47;34;0;0;30;181;163;115;0;38;0;0;138.9;125;61;174.9;37.2;0;0;10.85;12.15;10.87;11.06;0;12.3;0;0;11.47933884;14.36781609;14.0811879;14.75603478;10.94117647;0;0
7105 - Kab. Minahasa Selatan;42;42;65;59;0;9;9;0;0;0;1.8;0;0;0;0;53;53;84;75;0;10;0;0;0;0;21.7;0;0;0;0;12.54;12.62;12.92;12.71;0;11.1;0;0;0;0;13.3245393;13.7684533;0;0;0
7106 - Kab. Minahasa Utara;200;107;212;157;0;0;0;0;2;0;12;6;0;0;0;230;133;275;202;0;0;0;0;1.6;0;16.2;17;0;0;0;11.52;12.43;12.97;12.87;0;0;0;0;8;0;12.90303147;12.08703251;0;0;0
7107 - Kab. Bolaang Mongondow Utara;125;261;104;77;0;42;42;0;26;29;31;11;16;0;0;158;339;128;97;0;52;0;0;27;29;18;5.5;12;0;0;12.63;12.99;12.31;12.6;0;12.4;0;0;10.38461538;10;13.20328742;13.92171951;7.5;0;0
7108 - Kab. Siau Tagulandang Biaro;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12.33578667;14.0288;0;0;0
7109 - Kab. Minahasa Tenggara;125;36;22;42;0;9;9;0;57;31;10.6;48.5;50.7;0;0;165;47;28;54;0;11;0;0;54.9;31;8.2;39;52;0;0;13.16;13.06;12.73;12.86;0;12.2;0;0;9.631578947;10;13.24915295;13.70055905;10.25641026;0;0
7110 - Kab. Bolaang Mongondow Selatan;22;17;32;32;0;15;15;0;2;0;0;0;3;0;0;27;24;42;40;0;17;0;0;2;0;0;0;2;0;0;12.33;14.12;13.13;12.5;0;11.3;0;0;10;0;13.13643116;0;6.666666667;0;0
7111 - Kab. Bolaang Mongondow Timur;35;50;35;27;0;6;5;0;4.5;7.5;12.5;0.5;6.5;0;0;44;66;44;33;0;5;0;0;4.5;7.5;22.4;0.5;7.1;0;0;12.43;13.2;12.57;12.22;0;10;0;0;10;10;13.17456386;13.74929766;10.92307692;0;0
7171 - Kota Manado;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13.08970874;14.05552527;0;0;0
7172 - Kota Bitung;0;41;37;21;0;5;5;0;0;3;3;2;0;0;0;0;51;47;26;0;5;0;0;0;3;2.3;2;0;0;0;0;12.44;12.7;12.38;0;10;0;0;0;10;13.15037004;13.52112585;0;0;0
7173 - Kota Tomohon;0;0;0;0;0;0;0;0;0;0;0;0.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;13.11617965;14.33224674;0;0;0
7174 - Kotamobagu;13;27;25;19;0;0;0;0;0;0;0;0;0;0;0;17;34;32;24;0;0;0;0;0;0;0;0;0;0;0;13.08;12.59;12.8;12.63;0;0;0;0;0;0;13.27406669;12.01230769;0;0;0
7201 - Kab. Banggai Kepulauan;6;3;0;1;0;3;1;2;4.5;0;4.2;3;0;0;0;5;2;0;1;0;2;0;2;4.5;0;4;2;0;0;0;8.03;6.67;0;7.13;0;7.36;0;7.36;0;0;0;0;0;0;0
7202 - Kab. Banggai;278;328;347;157;201;166;352;166;360;119;132.9;125.8;74.9;0;0;237;276;291;132;174;133;0;133;356.8;120;230.7;105;74.7;0;0;8.52;8.41;8.39;8.42;0;8.01;0;8.01;0;0;0;0;0;0;0
7203 - Kab. Morowali;43;69;107;93;34;39;45.9;39;44.8;61.4;73.4;57;43.5;0;0;35;57;89;76;28;31;0;31;45.3;61.1;51.2;76.2;40.5;0;0;8.05;8.26;8.32;8.21;0;8.02;0;8.02;0;0;0;0;0;0;0
7204 - Kab. Poso;89;61;66;66;27;17;19;17;35.8;21.9;30.5;24.9;29.2;0;0;71;53;57;57;23;14;0;14;35.5;21.9;21.7;17.1;27.4;0;0;8.01;8.69;8.64;8.57;0;8.24;0;8.24;0;0;0;0;0;0;0
7205 - Kab. Donggala;198;232;160;136;99;84;85;84;58.2;50.9;39.1;63.8;34.7;0;0;166;192;134;113;83;70;0;70;39.6;40.7;39.5;66.3;24;0;0;8.4;8.28;8.38;8.28;0;8.28;0;8.28;0;0;0;0;0;0;0
7206 - Kab. Toli-Toli;67;42;80;84;61;23;53.7;23;51;39;24;16;17.5;0;0;52;33;65;68;49;18;0;18;52;39;53;13.2;10.8;0;0;7.69;7.86;8.13;8.05;0;8.03;0;8.03;0;0;0;0;0;0;0
7207 - Kab. Buol;105;95;65;15;12;13;16;13;10;5;63;2;0;0;0;81;76;53;12;10;10;0;10;10.3;5;11.5;2;0;0;0;7.7;8;8.15;8.02;0;7.91;0;7.91;0;0;0;0;0;0;0
7208 - Kab. Parigi Moutong;198;242;202;112;214;137;66.5;137;60.7;72.7;51.1;64.8;52.2;0;0;172;215;183;102;199;122;0;122;43.5;62.1;35.3;45.6;35.7;0;0;8.68;8.88;9.06;9.07;0;8.9;0;8.9;0;0;0;0;0;0;0
7209 - Kab. Tojo Una-una;113;180;257;117;89;85;80;85;16;23.3;6.2;15.5;8.5;0;0;86;142;208;93;72;72;0;72;16;23.3;3.6;19.1;8.1;0;0;7.58;7.89;8;7.94;0;8.42;0;8.42;0;0;0;0;0;0;0
7210 - Kab. Sigi;62;283;321;228;93;194;219.6;194;46.8;69.1;24.5;11.2;0.5;0;0;50;231;265;186;77;154;0;154;48.1;78;26.2;12.5;0.2;0;0;8.12;8.16;8.26;8.16;0;7.95;0;7.95;0;0;0;0;0;0;0
7211 - Kab. Banggai Laut;0;0;0;0;1;2;0;2;0;0;1.2;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0.3;0;0;0;0;0;0;0;0;0;7.19;0;7.19;0;0;0;0;0;0;0
7212 - Kab. Morowali Utara;0;0;0;0;8;1;5;1;10.5;6.5;3.5;2;3;0;0;0;0;0;0;7;1;0;1;10.5;6.5;4;1;3;0;0;0;0;0;0;0;8.72;0;8.72;0;0;0;0;0;0;0
7271 - Kota Palu;95;42;34;0;0;0;0;0;0;0;0;0;0;0;0;77;34;28;0;0;0;0;0;0;0;0;0;0;0;0;8.07;8.1;8.24;0;0;0;0;0;0;0;0;0;0;0;0
7301 - Kab. Kepulauan Selayar;531;232;226;193;144;163;471;377;283;358;278;847.7;278.8;0;0;745;348;294;250;189;187;797.1953;491.0485;343.4;379;312.7;1395.7;444.6;0;0;14.04;14.99;13.01;12.95;13.09811728;11.48976687;16.92559023;13.02515915;0;0;0;0;0;0;0
7302 - Kab. Bulukumba;147;844;390;643;847;2434;81.4;797.8;795.2;337.5;639.1;88.3;346.4;0;0;179;1040;543;911;1119;3491;124.72108;1308.36943;834;353;1240.8;135.7;487.9;0;0;12.21;12.33;13.92;14.17;13.21499115;14.34223829;15.322;16.3997171;0;0;0;0;0;0;0
7303 - Kab. Bantaeng;19;77;102;137;25;5;76.7;25.9;0;6.7;333.7;91.5;37.4;0;0;28;103;144;196;0;6;88.6681;37.853;0;7;425;113.8;47.5;0;0;14.96;13.35;14.12;14.31;0;11.808;11.5603781;14.61505792;0;0;0;0;0;0;0
7304 - Kab. Jeneponto;4984;5552;3487;3087;3578;3326;3541.7;2530;869;1302;2326.3;2257.3;747.4;0;0;6113;7545;4169;3524;5226;4019;4559.238918;3429.181342;869;1312;2167;2289;735;0;0;12.27;13.59;11.96;11.42;14.60731699;12.08399339;12.87302402;13.55407645;0;0;0;0;0;0;0
7305 - Kab. Takalar;608;1421;1350;736;1174;2211;1233.5;1804.6;1152.3;632.8;1109.1;934.4;165.5;0;0;684;1546;1788;676;1637;3104;1353.35074;2740.84501;1110;426;3535.9;1194.6;159.1;0;0;11.24;10.88;13.24;9.18;13.94784789;14.03809756;10.97163146;15.18810268;0;0;0;0;0;0;0
7306 - Kab. Gowa;1265;4909;3911;3013;2841;4316;5522.4;3880.7;2185.5;2292.7;846.8;422.6;237.2;0;0;1667;6514;5608;4310;3816;5805;6848.01848;5987.169947;2923;2316;1244.3;646;363;0;0;13.18;13.27;14.34;14.3;13.43189462;13.44891566;12.40043908;15.42806696;0;0;0;0;0;0;0
7307 - Kab. Sinjai;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7308 - Kab. Maros;138;565;383;410;486;525;534.8;327.3;379.6;215.2;344.3;27.9;9.7;0;0;211;824;447;486;585;674;670.893146;386.2655387;397.5;162;73.5;7.9;4.7;0;0;15.27;14.59;11.67;11.85;12.04494494;12.83398095;12.54474843;11.80157466;0;0;0;0;0;0;0
7309 - Kab. Pangkajene dan Kepulauan;96;197;204;224;281;264;609.4;280.5;162.7;284.3;296.8;345.5;284.2;0;0;138;284;252;285;411;350;727.23537;431.4;166;292;350;356;339;0;0;14.35;14.39;12.35;12.72;14.61394738;13.25590909;11.93362931;15.37967914;0;0;0;0;0;0;0
7310 - Kab. Barru;28;59;31;6;14;8;14.5;35.7;15.4;42.7;23.4;25.2;15.7;0;0;42;77;38;8;18;11;20.14948;40.81239658;16;44;21.2;20.9;19;0;0;15.03;13.03;12.26;13.33;12.87183971;14.02331652;13.8961931;11.43204386;0;0;0;0;0;0;0
7311 - Kab. Bone;2833;6426;3173;1466;4072;1041;1174.5;623.6;1124.4;483.5;515.5;722.7;122.6;0;0;3615;9153;4510;2021;5497;1302;1086.176442;888.989426;1098;523;825;873;51;0;0;12.76;14.24;14.21;13.79;13.49949052;12.50968108;9.24799014;14.25576373;0;0;0;0;0;0;0
7312 - Kab. Soppeng;155;1032;204;429;509;238;107.7;28.4;134.1;37.4;34.9;126.5;82;0;0;259;1794;272;545;676;329;100.85784;42.27941738;135.7;37.8;65.4;119.3;107.4;0;0;16.69;17.38;13.33;12.7;13.28304074;13.80377433;9.36470195;14.8871188;0;0;0;0;0;0;0
7313 - Kab. Wajo;9541;8966;3013;3267;5903;16624;16726.7;3273.5;3917.9;2017.5;3186.8;1306.9;996.8;0;0;11843;10829;3648;3987;7745;20824;16714.49127;4573.619059;4134.7;3597.8;3213.7;1603;1146.1;0;0;12.41;12.08;12.11;12.2;13.1203788;12.52657218;9.992701053;13.97164826;0;0;0;0;0;0;0
7314 - Kab. Sidenreng Rappang;150;102;87;28;29;251;108.2;13;28.6;7;10;7;0;0;0;237;169;141;45;38;356;100.565308;15.02960437;219;1;8;4;0;0;0;15.78;16.6;16.21;16.07;13.08326451;14.1842749;9.294390758;11.56123413;0;0;0;0;0;0;0
7315 - Kab. Pinrang;83;90;146;67;69;43;29;9;9;8;9;12.8;5;0;0;124;120;197;100;112;63;37.552;11.15141475;9;8;6;16.6;10;0;0;14.97;13.38;13.49;14.93;16.2568048;14.70534884;12.94896552;12.39046084;0;0;0;0;0;0;0
7316 - Kab. Enrekang;41;35;57;50;26;26;16;10;25;10;2;1;6;0;0;53;45;74;67;33;33;13.4155;6.0099;25;10;1;1;6;0;0;12.92;12.72;12.98;13.4;12.80691862;12.51269231;8.3846875;6.0099;0;0;0;0;0;0;0
7317 - Kab. Luwu;168;292;127;224;144;35;35;38.2;61.5;56.9;34.5;14.5;1.5;0;0;242;372;170;309;196;50;34.4243;47.33536283;48.3;38.2;48.1;6.3;1.2;0;0;14.41;12.74;13.39;13.79;13.62303436;14.242;9.835514286;12.39145624;0;0;0;0;0;0;0
7318 - Kab. Tana Toraja;6;13;1;0;0;0;2;0;0;0;0;0;0;0;0;7;14;1;0;0;0;2.464;0;0;0;0;0;0;0;0;11;11;10;0;0;0;12.32;0;0;0;0;0;0;0;0
7322 - Kab. Luwu Utara;164;210;208;206;157;106;109.8;11.6;73.2;36.8;26;39.2;30;0;0;202;250;282;274;265;136;124.3044;15.69568;68.2;37.2;21.8;69.4;48.9;0;0;12.3;11.92;13.56;13.3;16.87969299;12.87198113;11.32098361;13.53075862;0;0;0;0;0;0;0
7325 - Kab. Luwu Timur;29;42;19;13;7;19;3;5;1;1;0;1;1;0;0;40;48;20;15;11;27;3.6468;4.12233;1;1;0;0.6;1;0;0;13.8;11.39;10.53;11.54;15.37205714;13.97694737;12.156;8.24466;0;0;0;0;0;0;0
7326 - Kab. Toraja Utara;0;0;0;9;1;0;0;0;0;0;0;0;0;0;0;0;0;0;12;2;0;0;0;0;0;0;0;0;0;0;0;0;0;13.33;15.3234;0;0;0;0;0;0;0;0;0;0
7371 - Kota Makassar;8;9;11;7;1;9;15.7;6.7;11.5;9.6;18.4;5.4;9.6;0;0;10;11;14;8;1;11;17.2307793;8.0339;12;10;28.2;8;12;0;0;12.45;13;12.73;11.43;8.412;11.98;10.97501866;11.99089552;0;0;0;0;0;0;0
7372 - Kota Pare-Pare;15;4;13;9;7;9;22;9;10;7;5;9;0;0;0;18;5;12;12;8;10;36.5716;10.62;16.3;3.5;1.2;5.5;0;0;0;11.85;12;9.23;11.43;10.81844898;11.08275556;16.62345455;11.8;0;0;0;0;0;0;0
7373 - Kota Palopo;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;11;0;10;0;0;0;0;0;0;0;0;0;0;0
7401 - Kab. Buton;98;12;87;123;31;79;117;0;67;33;58;29;19;0;0;78;10;71;99;25;64;0;0;27.8;32;88.5;27.1;18.4;0;0;8.01;8.04;8.12;8.02;8.06;8.06;0;0;4.149253731;9.696969697;15.25862069;9.344827586;9.684210526;0;0
7402 - Kab. Muna;145;152;121;90;102;57;99;0;48;22;25;12;17;0;0;117;122;98;73;83;46;0;0;35;23;50.6;7.2;13.7;0;0;8.06;8.04;8.1;8.13;8.14;8.12;0;0;7.291666667;10.45454545;20.24;6;8.058823529;0;0
7403 - Kab. Konawe;111;155;116;104;86;124;84;0;87.5;110.9;61;33;29.5;0;0;90;125;94;84;70;100;0;0;87.5;120;58.7;33.5;37.1;0;0;8.1;8.04;8.12;8.06;8.14;8.09;0;0;10;10.82055906;9.62295082;10.15151515;12.57627119;0;0
7404 - Kab. Kolaka;225;402;322;119;29;56;64;0;30.3;27;17.2;100;44.5;0;0;183;322;261;97;23;44;0;0;30.3;27;15.9;91.9;25.1;0;0;8.12;8.04;8.1;8.12;7.93;8;0;0;10;10;9.244186047;9.19;5.640449438;0;0
7405 - Kab. Konawe Selatan;213;236;161;140;185;148;186.1;0;192.3;101.7;109.6;40.4;46.1;0;0;172;190;131;113;149;118;0;0;270;79.9;26.9;30.8;43.5;0;0;8.06;8.04;8.15;8.1;8.05;7.99;0;0;14.04056162;7.856440511;2.454379562;7.623762376;9.436008677;0;0
7406 - Kab. Bombana;67;46;60;73;45;51;26.8;0;6;21;10;31;12;0;0;54;38;48;60;37;42;0;0;6;21;16;31.8;13.3;0;0;8.03;8.04;8.07;8.21;8.29;8.21;0;0;10;10;16;10.25806452;11.08333333;0;0
7407 - Kab. Wakatobi;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7408 - Kab. Kolaka Utara;34;94;147;73;30;59;9.9;0;1;2;1;2;1;0;0;27;76;119;59;24;47;0;0;1;2;1;2;1;0;0;7.98;8.04;8.07;8.12;8;7.89;0;0;10;10;10;10;10;0;0
7409 - Kab. Buton Utara;10;13;129;100;33;89;203.8;0;18;69;72;35;23;0;0;8;10;105;81;26;70;0;0;18;69;45.5;20;17.9;0;0;8.12;8.04;8.12;8.07;7.88;7.84;0;0;10;10;6.319444444;5.714285714;7.782608696;0;0
7410 - Kab. Konawe Utara;209;773;172;427;866;561;343;0;84.5;111.5;71;38.5;23.5;0;0;167;621;141;342;699;454;0;0;73.2;111.5;74.7;32.8;18.5;0;0;7.98;8.04;8.19;8.02;8.07;8.09;0;0;8.662721893;10;10.52112676;8.519480519;7.872340426;0;0
7411 - Kab. Kolaka Timur;0;0;0;83;65;55;15.5;0;25.1;18;39;18;16;0;0;0;0;0;67;53;44;0;0;25.8;18;32.1;9.9;6.9;0;0;0;0;0;8.12;8.15;8;0;0;10.27888446;10;8.230769231;5.5;4.3125;0;0
7412 - Kab. Konawe Kepulauan;0;0;0;9;4;0;86.6;0;36.7;3;65.5;0;4.5;0;0;0;0;0;7;3;0;0;0;37.5;3;384.5;0;5.8;0;0;0;0;0;0;7.5;0;0;0;10.21798365;10;58.70229008;0;12.88888889;0;0
7413 - Kab. Muna Barat;0;0;0;0;0;0;5;0;6;10;3.9;4;14;0;0;0;0;0;0;0;0;0;0;5.6;15;4.1;7;9;0;0;0;0;0;0;0;0;0;0;9.333333333;15;10.51282051;17.5;6.428571429;0;0
7414 - Kab. Buton Tengah;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7415 - Kab. Buton Selatan;0;0;0;0;0;0;8;0;9;7;5;2;3;0;0;0;0;0;0;0;0;0;0;9;2;2;2;3;0;0;0;0;0;0;0;0;0;0;10;2.857142857;4;10;10;0;0
7471 - Kota Kendari;5;14;8;0;0;0;3;0;0;0;8;0;0.5;0;0;4;11;6;0;0;0;0;0;0;0;2.9;0;1;0;0;7.94;8.04;7.97;0;0;0;0;0;0;0;3.625;0;20;0;0
7472 - Kota Bau Bau;2;2;2;1;0;3;8;0;1;6;2;0;1;0;0;2;2;2;1;0;2;0;0;1;6;1;0;0.9;0;0;7.96;8.04;8;8.27;0;0;0;0;10;10;5;0;9;0;0
7501 - Kab. Boalemo;78;57;19;19;24;16;16;7;0;0;1;0;0;0;0;0;0;24;25;32;36;0;10;0;0;1;0;0;0;0;0;0;12.63;13.16;13.52;120;0;13.61;0;0;0;0;0;0;0
7502 - Kab. Gorontalo;214;59;38;16;19;4;4;1;0;23;0;0;0;0;0;0;0;49;21;25;0;0;1;0;23;0;0;0;0;0;0;0;12.89;13.13;13.33;0;0;13.75;0;0;0;0;0;0;0
7503 - Kab. Pohuwato;114;26;45;73;38;6;6;7;6;12.8;11;13;15;0;0;0;0;58;96;52;0;0;9;6;13;8;16.5;12.8;0;0;0;0;12.89;13.15;13.55;0;0;13.23;0;0;0;0;0;0;0
7504 - Kab. Bone Bolango;118;8;9;1;5;0;0;0;0;0;0;1;2;0;0;0;0;12;1;7;0;0;0;0;0;0;1;1.5;0;0;0;0;13.33;10;13.25;0;0;0;0;0;0;0;0;0;0
7505 - Kab. Gorontalo Utara;54;22;43;30;12;74;74;2;2;0;0;2;0;0;0;0;0;55;39;15;60;0;3;2;0;0;2;0;0;0;0;0;12.79;13;12.69;120;0;13.75;0;0;0;0;0;0;0
7571 - Kota Gorontalo;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7601 - Kab. Majene;268;117;179;135;99;108;80;51;52;70;158.8;153;139;0;0;369;159;246;0;136;148;110;69;57;70;116.8;164;163.7;0;0;13.77;13.59;13.76;0;41;13.7;13.75;13.53;0;0;0;0;0;0;0
7602 - Kab. Polewali Mandar;164;156;270;164;24;51;51;354;133.3;157.5;273.9;211.7;175.7;0;0;223;216;377;0;32;70;70;472;134;158.8;181.2;71;138;0;0;13.6;13.85;13.95;0;13.33;13.73;13.75;13.32;0;0;0;0;0;0;0
7603 - Kab. Mamasa;10;3;7;0;4;0;0;0;0;0;0;0;0;0;0;13;4;10;0;5;0;0;0;0;0;0;0;0;0;0;13;13.33;13.92;0;12.5;0;0;0;0;0;0;0;0;0;0
7604 - Kab. Mamuju;146;230;201;136;54;36;29;54;65;2;0;0;6;0;0;199;308;272;0;73;50;39;74;65;2;0;0;5;0;0;13.63;13.39;13.55;0;13.52;13.89;13.45;13.7;0;0;0;0;0;0;0
7605 - Kab. Mamuju Utara/Kab. Pasangkayu;26;20;19;17;33;13;52;12;18.5;15;24;35.9;16;0;0;35;27;25;0;45;18;68;17;18.5;0;0;20.7;7.8;0;0;13.46;13.5;13.29;0;13.64;13.85;13.2;14.17;0;0;0;0;0;0;0
7606 - Kab. Mamuju Tengah;0;0;0;0;55;56;41;52;36;11;9;8;4.5;0;0;0;0;0;0;75;74;55;69;34.8;11;12;14.9;5;0;0;0;0;0;0;13.64;13.21;13.41;13.4;0;0;0;0;0;0;0
8101 - Kab. Maluku Tenggara Barat;925;383;250;313;268;329;214;0;424;237;422;456;152.1;0;0;0;0;0;0;284;327;0;0;424;237;330.2;328.9;13;0;0;0;0;0;0;10.61;0;0;0;0;0;0;0;0;0;0
8102 - Kab. Maluku Tenggara;18;20;30;65;29;36;51;0;7;21;32;19;16;0;0;0;0;0;0;31;38;0;0;7;21;96;5.7;24;0;0;0;0;0;0;10.61;0;0;0;0;0;0;0;0;0;0
8103 - Kab. Maluku Tengah;15;13;24;37;27;43;50;0;40;35;42;20;11;0;0;0;0;0;0;29;45;0;0;62.2;56.1;51.3;15.3;18;0;0;0;0;0;0;10.57;0;0;0;0;0;0;0;0;0;0
8104 - Kab. Buru;41;41;91;64;39;2;13;0;1;4;11.5;10.5;3.5;0;0;0;0;0;0;41;2;0;0;1;4;12.1;5.8;1.5;0;0;0;0;0;0;10.58;0;0;0;0;0;0;0;0;0;0
8105 - Kab. Kepulauan Aru;99;51;11;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8106 - Kab. Seram Bagian Barat;54;59;13;3;3;0;0;0;0.2;14;4;4;2;0;0;0;0;0;0;3;0;0;0;0.2;14;28;13;1;0;0;0;0;0;0;10.56;0;0;0;0;0;0;0;0;0;0
8107 - Kab. Seram Bagian Timur;16;17;51;12;9;9;0;0;11;21;0;0;0;0;0;0;0;0;0;10;10;0;0;11;21;0;0;0;0;0;0;0;0;0;10.6;0;0;0;0;0;0;0;0;0;0
8108 - Kab. Maluku Barat Daya;43;48;126;307;334;170;126.5;0;93;125.5;86.5;93;104;0;0;0;0;0;0;352;183;0;0;81.5;125.5;72.3;79.2;105.4;0;0;0;0;0;0;10.53;0;0;0;0;0;0;0;0;0;0
8109 - Kab. Buru Selatan;15;11;31;7;36;48;37;0;2;3;2;0;2;0;0;0;0;0;0;38;50;0;0;2;3;2;0;2;0;0;0;0;0;0;10.59;0;0;0;0;0;0;0;0;0;0
8171 - Kota Ambon;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8172 - Kota Tual;15;15;11;32;9;6;3;0;2;0;1;1;0;0;0;0;0;0;0;10;6;0;0;2;0;4;0.3;0;0;0;0;0;0;0;10.56;0;0;0;0;0;0;0;0;0;0
8201 - Kab. Halmahera Barat;18;13;16;20;12;7;23;35.9;19;16;1;0;0;0;0;20;13;20;30;18;8;0;17.8;27;16;1.5;0;0;0;0;11.11;10;12.5;0;15;11.43;0;4.96;0;0;0;0;0;0;0
8202 - Kab. Halmahera Tengah;61;54;41;30;15;39;0;0;0;0;5;0;0;0;0;67;60;53;39;29;51;0;0;0;0;5;0;0;0;0;10.98;11.11;12.93;0;19.33;13.08;0;0;0;0;0;0;0;0;0
8203 - Kab. Kepulauan Sula;0;0;0;0;6;40;0;0;0;0;0;0;0;0;0;0;0;0;0;12;52;0;0;0;0;0;0;0;0;0;0;0;0;0;20;13;0;0;0;0;0;0;0;0;0
8204 - Kab. Halmahera Selatan;63;54;53;39;40;194;300;122;130;157;228;243;233;0;0;69;60;55;49;28;221;0;0;130;157;228;241;234;0;0;10.95;11.11;10.38;0;7;11.39;0;0;0;0;0;0;0;0;0
8205 - Kab. Halmahera Utara;37;34;51;62;221;213;108;124;117;1;0;135;212;0;0;41;38;34;70;279;249;0;333;123;5;0;193;1124;0;0;11.08;11.18;6.67;0;12.62;11.39;0;26.85;0;0;0;0;0;0;0
8206 - Kab. Halmahera Timur;93;92;90;127;180;115;122;50;15;9;21;25;27;0;0;102;102;113;136;160;151;0;0;15;9;21;181;111;0;0;10.97;11.09;12.56;0;8.89;13.13;0;0;0;0;0;0;0;0;0
8207 - Kab. Pulau Morotai;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11.11;0;0;0;0;0;0;0;0;0;0
8208 - Kab. Pulau Taliabu;0;0;0;0;0;0;3;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0
8271 - Kota Ternate;0;0;0;0;0;0;0;0;0;1;0;0.7;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8272 - Kota Tidore Kepulauan;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9101 - Kab. Fak-Fak;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9102 - Kab. Kaimana;0;0;15;0;0;2;0;0;0;0.5;0;0.5;0;0;0;0;0;17;0;0;2;0;0;0;0.5;0;0.5;0;0;0;0;0;11.37;0;0;10;0;0;0;0;0;0;0;0;0
9103 - Kab. Teluk Wondama;5;31;7;2;2;6;0;0;0;0;0;0;0;0;0;4;30;8;2;2;6;0;0;0;0;0;0;0;0;0;8.74;9.72;11.09;10.3;11.75;11;0;0;0;0;0;0;0;0;0
9104 - Kab. Teluk Bintuni;1;0;26;4;12;8;0;1;0;1;0;0;0;0;0;1;0;29;5;14;7;0;1;0;1;0;0;0;0;0;10.8;0;10.97;11.28;11.29;9;0;10;0;0;0;0;0;0;0
9105 - Kab. Manokwari;65;78;52;19;19;17;0;14;9;16;6;0;0;0;0;69;83;57;20;20;16;0;16;7.4;18.6;5;0;0;0;0;10.57;10.62;10.93;10.66;10.7;9;0;11.43;0;0;0;0;0;0;0
9106 - Kab. Sorong Selatan;45;61;4;8;19;7;0;5;0;14;0;1;3;0;0;46;63;4;8;17;6;0;5;0;14;0;1;15;0;0;10.32;10.4;11.23;9.89;9.03;9;0;10;0;0;0;0;0;0;0
9107 - Kab. Sorong;92;43;47;63;40;22;0;22;12;20;20;0;0;0;0;96;45;52;70;42;23;0;21;12;20;20;0;0;0;0;10.39;10.42;10.97;10.1;10.56;11;0;9.55;0;0;0;0;0;0;0
